"customer_id","latest_payment_day","normalized_latest_payment_day","total_sales_per_customer","normalized_total_sales_per_customer","number_of_perchase_by_id","normalized_number_of_perchase_by_id","r","f","m"
161,"2007-04-30 19:36:58.996577","0.58823529411764705882","94.76","0.36395817449079620956","24","0.44736842105263157895",3,2,3
117,"2007-04-29 14:47:43.996577","0.55882352941176470588","69.83","0.22818865047380459645","17","0.26315789473684210526",3,2,2
257,"2007-04-30 20:39:20.996577","0.58823529411764705882","142.66","0.62482300403006208474","34","0.71052631578947368421",3,4,4
125,"2007-04-30 22:37:33.996577","0.58823529411764705882","131.69","0.56508005663871038013","31","0.63157894736842105263",3,3,4
113,"2007-04-30 22:29:10.996577","0.58823529411764705882","111.73","0.45637730094760919290","27","0.52631578947368421053",3,3,3
40,"2007-04-30 15:22:09.996577","0.58823529411764705882","105.74","0.42375558218059034964","26","0.50000000000000000000",3,3,3
43,"2007-05-14 13:44:29.996577","1.00000000000000000000","89.78","0.33683694586646334822","21","0.36842105263157894737",5,2,2
587,"2007-05-14 13:44:29.996577","1.00000000000000000000","102.76","0.40752641324474458120","24","0.44736842105263157895",5,3,3
120,"2007-05-14 13:44:29.996577","1.00000000000000000000","134.70","0.58147260646988345496","30","0.60526315789473684211",5,3,4
578,"2007-04-30 22:36:27.996577","0.58823529411764705882","95.79","0.36956758523036706241","21","0.36842105263157894737",3,2,2
440,"2007-05-14 13:44:29.996577","1.00000000000000000000","83.79","0.30421522709944450496","21","0.36842105263157894737",5,2,2
187,"2007-04-30 12:27:07.996577","0.58823529411764705882","151.73","0.67421849471735105108","27","0.52631578947368421053",3,4,3
349,"2007-05-14 13:44:29.996577","1.00000000000000000000","133.72","0.57613549722252477944","28","0.55263157894736842105",5,3,3
57,"2007-04-30 21:55:39.996577","0.58823529411764705882","99.74","0.39107940311512907091","26","0.50000000000000000000",3,2,3
19,"2007-04-30 22:09:01.996577","0.58823529411764705882","98.82","0.38606905565842500817","18","0.28947368421052631579",3,2,2
160,"2007-04-30 18:45:35.996577","0.58823529411764705882","106.73","0.42914715172639146063","27","0.52631578947368421053",3,3,3
506,"2007-04-30 15:11:09.996577","0.58823529411764705882","123.72","0.52167519878008931489","28","0.55263157894736842105",3,3,3
508,"2007-05-14 13:44:29.996577","1.00000000000000000000","121.77","0.51105544058381439930","23","0.42105263157894736842",5,3,3
242,"2007-04-30 19:38:40.996577","0.58823529411764705882","128.71","0.54885088770286461170","29","0.57894736842105263158",3,3,3
357,"2007-04-30 12:12:41.996577","0.58823529411764705882","80.77","0.28776821696982899466","23","0.42105263157894736842",3,2,3
331,"2007-04-30 22:48:07.996577","0.58823529411764705882","105.78","0.42397342337436009149","22","0.39473684210526315789",3,3,2
599,"2007-04-30 05:09:45.996577","0.55882352941176470588","78.82","0.27714845877355407908","18","0.28947368421052631579",3,2,2
266,"2007-04-30 07:26:50.996577","0.55882352941176470588","113.74","0.46732382093453872127","26","0.50000000000000000000",3,3,3
315,"2007-05-14 13:44:29.996577","1.00000000000000000000","67.86","0.21745997168064480993","14","0.18421052631578947368",5,2,1
307,"2007-04-30 20:25:58.996577","0.58823529411764705882","92.80","0.35328395599607885851","20","0.34210526315789473684",3,2,2
366,"2007-05-14 13:44:29.996577","1.00000000000000000000","145.64","0.64105217296590785318","36","0.76315789473684210526",5,4,4
91,"2007-05-14 13:44:29.996577","1.00000000000000000000","107.66","0.43421195948153795883","34","0.71052631578947368421",5,3,4
305,"2007-04-30 07:54:22.996577","0.58823529411764705882","87.80","0.32605380677486112624","20","0.34210526315789473684",3,2,2
54,"2007-04-30 03:12:44.996577","0.55882352941176470588","114.74","0.47276985077878226773","26","0.50000000000000000000",3,3,3
29,"2007-05-14 13:44:29.996577","1.00000000000000000000","138.65","0.60298442435464546346","35","0.73684210526315789474",5,4,4
4,"2007-04-30 17:26:26.996577","0.58823529411764705882","81.78","0.29326870711251497658","22","0.39473684210526315789",3,2,2
181,"2007-05-14 13:44:29.996577","1.00000000000000000000","167.67","0.76102821043459318157","33","0.68421052631578947368",5,4,4
96,"2007-04-30 17:08:41.996577","0.58823529411764705882","105.73","0.42370112188214791417","27","0.52631578947368421053",3,3,3
466,"2007-04-30 12:59:04.996577","0.58823529411764705882","101.78","0.40218930399738590567","22","0.39473684210526315789",3,3,2
201,"2007-04-30 17:03:51.996577","0.58823529411764705882","91.78","0.34772900555495044113","22","0.39473684210526315789",3,2,2
10,"2007-04-30 13:55:33.996577","0.58823529411764705882","94.76","0.36395817449079620956","24","0.44736842105263157895",3,2,3
35,"2007-04-30 04:36:08.996577","0.55882352941176470588","118.70","0.49433612896198671169","30","0.60526315789473684211",3,3,4
107,"2007-05-14 13:44:29.996577","1.00000000000000000000","114.72","0.47266093018189739680","27","0.52631578947368421053",5,3,3
6,"2007-04-28 17:15:49.996577","0.52941176470588235294","84.75","0.30944341574991830955","25","0.47368421052631578947",3,2,3
446,"2007-04-30 07:48:07.996577","0.58823529411764705882","109.72","0.44543078096067966452","28","0.55263157894736842105",3,3,3
220,"2007-04-30 20:48:55.996577","0.58823529411764705882","109.75","0.44559416185600697092","25","0.47368421052631578947",3,3,3
86,"2007-04-30 17:40:15.996577","0.58823529411764705882","146.68","0.64671604400392114149","32","0.65789473684210526316",3,4,4
400,"2007-04-30 22:44:15.996577","0.58823529411764705882","105.76","0.42386450277747522056","24","0.44736842105263157895",3,3,3
219,"2007-05-14 13:44:29.996577","1.00000000000000000000","100.75","0.39657989325781505283","25","0.47368421052631578947",5,2,3
241,"2007-04-30 23:33:30.996577","0.58823529411764705882","110.68","0.45065896961115346912","32","0.65789473684210526316",3,3,4
175,"2007-05-14 13:44:29.996577","1.00000000000000000000","98.76","0.38574229386777039538","23","0.42105263157894736842",5,2,3
363,"2007-04-30 15:27:08.996577","0.58823529411764705882","139.72","0.60881167628798605816","28","0.55263157894736842105",3,4,3
596,"2007-05-14 13:44:29.996577","1.00000000000000000000","73.78","0.24970046835856660494","22","0.39473684210526315789",5,2,2
285,"2007-04-29 06:53:13.996577","0.52941176470588235294","117.77","0.48927132120684021348","23","0.42105263157894736842",3,3,3
50,"2007-04-30 22:26:09.996577","0.58823529411764705882","144.70","0.63593290491231891951","30","0.60526315789473684211",3,4,4
231,"2007-04-30 06:35:07.996577","0.55882352941176470588","88.77","0.33133645572377736630","23","0.42105263157894736842",3,2,3
66,"2007-04-30 06:59:11.996577","0.55882352941176470588","139.67","0.60853937479577388084","33","0.68421052631578947368",3,4,4
340,"2007-04-30 10:34:08.996577","0.58823529411764705882","83.77","0.30410630650255963403","23","0.42105263157894736842",3,2,3
512,"2007-05-14 13:44:29.996577","1.00000000000000000000","115.74","0.47821588062302581418","26","0.50000000000000000000",5,3,3
523,"2007-04-30 06:09:24.996577","0.55882352941176470588","87.80","0.32605380677486112624","20","0.34210526315789473684",3,2,2
356,"2007-04-30 23:24:35.996577","0.58823529411764705882","116.71","0.48349852957194205424","29","0.57894736842105263158",3,3,3
13,"2007-04-30 19:58:07.996577","0.58823529411764705882","131.73","0.56529789783248012199","27","0.52631578947368421053",3,3,3
391,"2007-04-30 23:27:18.996577","0.58823529411764705882","79.75","0.28221326652870057728","25","0.47368421052631578947",3,2,3
487,"2007-04-30 22:13:35.996577","0.58823529411764705882","119.74","0.50000000000000000000","26","0.50000000000000000000",3,3,3
458,"2007-04-28 19:37:12.996577","0.52941176470588235294","66.81","0.21174164034418908616","19","0.31578947368421052632",3,2,2
414,"2007-04-30 19:30:12.996577","0.58823529411764705882","96.77","0.37490469447772573794","23","0.42105263157894736842",3,2,3
2,"2007-04-30 21:08:19.996577","0.58823529411764705882","123.74","0.52178411937697418582","26","0.50000000000000000000",3,3,3
368,"2007-04-30 18:44:24.996577","0.58823529411764705882","139.69","0.60864829539265875177","31","0.63157894736842105263",3,4,4
246,"2007-04-30 23:30:44.996577","0.58823529411764705882","76.82","0.26625639908506698617","18","0.28947368421052631579",3,2,2
75,"2007-05-14 13:44:29.996577","1.00000000000000000000","149.61","0.66267291144755473260","37","0.78947368421052631579",5,4,4
128,"2007-04-30 19:56:43.996577","0.58823529411764705882","118.70","0.49433612896198671169","30","0.60526315789473684211",3,3,4
166,"2007-04-30 03:40:27.996577","0.55882352941176470588","121.73","0.51083759939004465744","27","0.52631578947368421053",3,3,3
538,"2007-04-30 15:21:09.996577","0.58823529411764705882","109.73","0.44548524125912209999","27","0.52631578947368421053",3,3,3
344,"2007-04-30 08:56:47.996577","0.58823529411764705882","64.84","0.20101296155102929964","16","0.23684210526315789474",3,2,2
595,"2007-04-30 22:25:20.996577","0.58823529411764705882","110.71","0.45082235050648077551","29","0.57894736842105263158",3,3,3
142,"2007-05-14 13:44:29.996577","1.00000000000000000000","74.77","0.25509203790436771594","23","0.42105263157894736842",5,2,3
152,"2007-05-14 13:44:29.996577","1.00000000000000000000","73.81","0.24986384925389391134","19","0.31578947368421052632",5,2,2
534,"2007-05-14 13:44:29.996577","1.00000000000000000000","81.78","0.29326870711251497658","22","0.39473684210526315789",5,2,2
410,"2007-05-14 13:44:29.996577","1.00000000000000000000","167.62","0.76075590894238100425","38","0.81578947368421052632",5,4,5
428,"2007-04-30 15:37:28.996577","0.58823529411764705882","73.81","0.24986384925389391134","19","0.31578947368421052632",3,2,2
355,"2007-05-14 13:44:29.996577","1.00000000000000000000","68.81","0.22263370003267617907","19","0.31578947368421052632",5,2,2
222,"2007-04-30 17:30:33.996577","0.58823529411764705882","71.84","0.23913517046073412482","16","0.23684210526315789474",3,2,2
381,"2007-04-30 17:12:55.996577","0.58823529411764705882","99.68","0.39075264132447445812","32","0.65789473684210526316",3,2,4
38,"2007-04-30 19:36:59.996577","0.58823529411764705882","127.66","0.54313255636640888792","34","0.71052631578947368421",3,3,4
359,"2007-05-14 13:44:29.996577","1.00000000000000000000","85.78","0.31505282648948916240","22","0.39473684210526315789",5,2,2
597,"2007-05-14 13:44:29.996577","1.00000000000000000000","87.77","0.32589042587953381985","23","0.42105263157894736842",5,2,3
193,"2007-05-14 13:44:29.996577","1.00000000000000000000","105.77","0.42391896307591765603","23","0.42105263157894736842",5,3,3
164,"2007-04-29 20:51:24.996577","0.55882352941176470588","64.85","0.20106742184947173511","15","0.21052631578947368421",3,2,2
548,"2007-05-14 13:44:29.996577","1.00000000000000000000","63.84","0.19556693170678575319","16","0.23684210526315789474",5,1,2
217,"2007-04-30 15:42:03.996577","0.58823529411764705882","86.79","0.32055331663217514432","21","0.36842105263157894737",3,2,2
453,"2007-04-30 18:52:26.996577","0.58823529411764705882","111.77","0.45659514214137893476","23","0.42105263157894736842",3,3,3
186,"2007-05-14 13:44:29.996577","1.00000000000000000000","111.71","0.45626838035072432197","29","0.57894736842105263158",5,3,3
47,"2007-04-30 13:35:30.996577","0.58823529411764705882","92.81","0.35333841629452129398","19","0.31578947368421052632",3,2,2
501,"2007-04-30 17:07:54.996577","0.58823529411764705882","86.81","0.32066223722906001525","19","0.31578947368421052632",3,2,2
177,"2007-04-30 10:52:43.996577","0.58823529411764705882","71.77","0.23875394837163707657","23","0.42105263157894736842",3,2,3
182,"2007-04-28 15:18:52.996577","0.52941176470588235294","92.76","0.35306611480230911665","24","0.44736842105263157895",3,2,3
545,"2007-04-30 14:04:09.996577","0.58823529411764705882","84.81","0.30977017754057292234","19","0.31578947368421052632",3,2,2
18,"2007-04-30 07:41:47.996577","0.58823529411764705882","78.81","0.27709399847511164361","19","0.31578947368421052632",3,2,2
528,"2007-04-30 22:11:08.996577","0.58823529411764705882","93.80","0.35872998584032240497","20","0.34210526315789473684",3,2,2
110,"2007-04-27 21:08:32.996577","0.50000000000000000000","49.88","0.11954035508114584468","12","0.13157894736842105263",3,1,1
145,"2007-04-30 09:33:21.996577","0.58823529411764705882","107.73","0.43459318157063500708","27","0.52631578947368421053",3,3,3
27,"2007-04-30 13:08:18.996577","0.58823529411764705882","123.70","0.52156627818320444396","30","0.60526315789473684211",3,3,4
143,"2007-04-30 19:44:57.996577","0.58823529411764705882","83.80","0.30426968739788694042","20","0.34210526315789473684",3,2,2
563,"2007-04-29 20:16:06.996577","0.55882352941176470588","99.73","0.39102494281668663544","27","0.52631578947368421053",3,2,3
557,"2007-05-14 13:44:29.996577","1.00000000000000000000","63.78","0.19524016991613114040","22","0.39473684210526315789",5,1,2
496,"2007-05-14 13:44:29.996577","1.00000000000000000000","82.81","0.29887811785208582943","19","0.31578947368421052632",5,2,2
58,"2007-05-14 13:44:29.996577","1.00000000000000000000","105.76","0.42386450277747522056","24","0.44736842105263157895",5,3,3
228,"2007-05-14 13:44:29.996577","1.00000000000000000000","86.75","0.32033547543840540246","24","0.44736842105263157895",5,2,3
485,"2007-04-30 23:47:19.996577","0.58823529411764705882","112.72","0.46176887049341030389","28","0.55263157894736842105",3,3,3
294,"2007-04-30 23:41:48.996577","0.58823529411764705882","105.77","0.42391896307591765603","23","0.42105263157894736842",3,3,3
229,"2007-05-14 13:44:29.996577","1.00000000000000000000","93.75","0.35845768434811022764","25","0.47368421052631578947",5,2,3
481,"2007-04-30 21:54:31.996577","0.58823529411764705882","109.72","0.44543078096067966452","28","0.55263157894736842105",3,3,3
559,"2007-04-30 20:46:22.996577","0.58823529411764705882","110.72","0.45087681080492321098","28","0.55263157894736842105",3,3,3
304,"2007-04-30 15:58:14.996577","0.58823529411764705882","79.81","0.28254002831935519007","19","0.31578947368421052632",3,2,2
52,"2007-05-14 13:44:29.996577","1.00000000000000000000","106.72","0.42909269142794902516","28","0.55263157894736842105",5,3,3
438,"2007-05-14 13:44:29.996577","1.00000000000000000000","121.70","0.51067421849471735105","30","0.60526315789473684211",5,3,4
382,"2007-04-30 05:59:27.996577","0.55882352941176470588","85.78","0.31505282648948916240","22","0.39473684210526315789",3,2,2
258,"2007-04-30 06:08:25.996577","0.55882352941176470588","110.76","0.45109465199869295284","24","0.44736842105263157895",3,3,3
378,"2007-04-30 11:48:34.996577","0.58823529411764705882","70.82","0.23358022001960570744","18","0.28947368421052631579",3,2,2
341,"2007-04-29 16:41:15.996577","0.55882352941176470588","103.78","0.41308136368587299858","22","0.39473684210526315789",3,3,2
483,"2007-04-29 03:27:22.996577","0.52941176470588235294","81.83","0.29354100860472715390","17","0.26315789473684210526",3,2,2
450,"2007-05-14 13:44:29.996577","1.00000000000000000000","85.75","0.31488944559416185601","25","0.47368421052631578947",5,2,3
405,"2007-05-14 13:44:29.996577","1.00000000000000000000","101.70","0.40175362160984642196","30","0.60526315789473684211",5,3,4
84,"2007-04-30 06:18:36.996577","0.55882352941176470588","128.70","0.54879642740442217623","30","0.60526315789473684211",3,3,4
170,"2007-04-30 23:09:49.996577","0.58823529411764705882","109.77","0.44570308245289184185","23","0.42105263157894736842",3,3,3
192,"2007-05-14 13:44:29.996577","1.00000000000000000000","97.78","0.38040518462041171986","22","0.39473684210526315789",5,2,2
276,"2007-04-30 20:49:12.996577","0.58823529411764705882","94.77","0.36401263478923864503","23","0.42105263157894736842",3,2,3
513,"2007-04-30 16:34:32.996577","0.58823529411764705882","143.70","0.63048687506807537305","30","0.60526315789473684211",3,4,4
101,"2007-05-14 13:44:29.996577","1.00000000000000000000","86.77","0.32044439603529027339","23","0.42105263157894736842",5,2,3
473,"2007-04-30 07:54:34.996577","0.58823529411764705882","122.69","0.51606578804051846204","31","0.63157894736842105263",3,3,4
69,"2007-05-14 13:44:29.996577","1.00000000000000000000","89.77","0.33678248556802091275","23","0.42105263157894736842",5,2,3
379,"2007-04-30 17:29:28.996577","0.58823529411764705882","96.79","0.37501361507461060887","21","0.36842105263157894737",3,2,2
320,"2007-04-30 22:51:08.996577","0.58823529411764705882","47.85","0.10848491449733144538","15","0.21052631578947368421",3,1,2
115,"2007-05-14 13:44:29.996577","1.00000000000000000000","86.73","0.32022655484152053153","27","0.52631578947368421053",5,2,3
375,"2007-04-29 23:35:29.996577","0.55882352941176470588","88.80","0.33149983661910467269","20","0.34210526315789473684",3,2,2
97,"2007-04-30 01:47:54.996577","0.55882352941176470588","58.82","0.16822786188868314998","18","0.28947368421052631579",3,1,2
415,"2007-04-30 11:20:43.996577","0.58823529411764705882","88.78","0.33139091602221980176","22","0.39473684210526315789",3,2,2
108,"2007-05-14 13:44:29.996577","1.00000000000000000000","126.72","0.53801328831281995425","28","0.55263157894736842105",5,3,3
408,"2007-04-30 07:53:40.996577","0.58823529411764705882","103.73","0.41280906219366082126","27","0.52631578947368421053",3,3,3
59,"2007-04-30 21:25:00.996577","0.58823529411764705882","119.76","0.50010892059688487093","24","0.44736842105263157895",3,3,3
589,"2007-04-30 09:26:42.996577","0.58823529411764705882","118.75","0.49460843045419888901","25","0.47368421052631578947",3,3,3
127,"2007-04-30 23:03:51.996577","0.58823529411764705882","105.78","0.42397342337436009149","22","0.39473684210526315789",3,3,2
555,"2007-04-30 18:29:00.996577","0.58823529411764705882","74.83","0.25541879969502232872","17","0.26315789473684210526",3,2,2
522,"2007-04-30 23:51:41.996577","0.58823529411764705882","161.68","0.72840649166757433831","32","0.65789473684210526316",3,4,4
329,"2007-04-30 17:51:30.996577","0.58823529411764705882","98.77","0.38579675416621283085","23","0.42105263157894736842",3,2,3
567,"2007-04-30 21:34:59.996577","0.58823529411764705882","85.80","0.31516174708637403333","20","0.34210526315789473684",3,2,2
44,"2007-05-14 13:44:29.996577","1.00000000000000000000","101.79","0.40224376429582834114","21","0.36842105263157894737",5,3,2
11,"2007-05-14 13:44:29.996577","1.00000000000000000000","99.77","0.39124278401045637730","23","0.42105263157894736842",5,2,3
575,"2007-04-30 07:26:01.996577","0.55882352941176470588","109.76","0.44564862215444940638","24","0.44736842105263157895",3,3,3
401,"2007-04-30 21:57:31.996577","0.58823529411764705882","62.81","0.18995752096721490034","19","0.31578947368421052632",3,1,2
153,"2007-04-30 16:39:43.996577","0.58823529411764705882","94.76","0.36395817449079620956","24","0.44736842105263157895",3,2,3
279,"2007-05-14 13:44:29.996577","1.00000000000000000000","114.76","0.47287877137566713866","24","0.44736842105263157895",5,3,3
507,"2007-04-30 03:31:18.996577","0.55882352941176470588","89.77","0.33678248556802091275","23","0.42105263157894736842",3,2,3
214,"2007-05-14 13:44:29.996577","1.00000000000000000000","103.74","0.41286352249210325673","26","0.50000000000000000000",5,3,3
9,"2007-05-14 13:44:29.996577","1.00000000000000000000","78.80","0.27703953817666920815","20","0.34210526315789473684",5,2,2
419,"2007-04-30 20:50:26.996577","0.58823529411764705882","86.76","0.32038993573684783793","24","0.44736842105263157895",3,2,3
543,"2007-04-30 22:39:45.996577","0.58823529411764705882","73.80","0.24980938895545147587","20","0.34210526315789473684",3,2,2
565,"2007-04-30 16:57:35.996577","0.58823529411764705882","118.73","0.49449950985731401808","27","0.52631578947368421053",3,3,3
566,"2007-04-30 21:29:57.996577","0.58823529411764705882","130.68","0.55957956649602439821","32","0.65789473684210526316",3,3,4
551,"2007-04-30 14:04:05.996577","0.58823529411764705882","75.79","0.26064698834549613332","21","0.36842105263157894737",3,2,2
532,"2007-05-14 13:44:29.996577","1.00000000000000000000","149.69","0.66310859383509421632","31","0.63157894736842105263",5,4,4
85,"2007-04-30 19:44:59.996577","0.58823529411764705882","72.79","0.24430889881276549395","21","0.36842105263157894737",3,2,2
457,"2007-05-14 13:44:29.996577","1.00000000000000000000","106.73","0.42914715172639146063","26","0.50000000000000000000",5,3,3
592,"2007-05-14 13:44:29.996577","1.00000000000000000000","111.71","0.45626838035072432197","29","0.57894736842105263158",5,3,3
281,"2007-04-28 20:33:50.996577","0.52941176470588235294","32.90","0.02706676832589042588","10","0.07894736842105263158",3,1,1
95,"2007-04-30 20:12:56.996577","0.58823529411764705882","72.83","0.24452674000653523581","17","0.26315789473684210526",3,2,2
259,"2007-04-30 20:17:10.996577","0.58823529411764705882","154.70","0.69039320335475438405","30","0.60526315789473684211",3,4,4
553,"2007-04-30 13:33:48.996577","0.58823529411764705882","102.77","0.40758087354318701666","23","0.42105263157894736842",3,3,3
519,"2007-04-30 23:46:53.996577","0.58823529411764705882","99.78","0.39129724430889881277","22","0.39473684210526315789",3,2,2
302,"2007-04-30 17:38:29.996577","0.58823529411764705882","113.74","0.46732382093453872127","26","0.50000000000000000000",3,3,3
172,"2007-04-30 11:43:01.996577","0.58823529411764705882","133.70","0.57602657662563990851","30","0.60526315789473684211",3,3,4
409,"2007-04-30 13:27:31.996577","0.58823529411764705882","97.78","0.38040518462041171986","22","0.39473684210526315789",3,2,2
30,"2007-04-30 16:09:01.996577","0.58823529411764705882","123.66","0.52134843698943470210","34","0.71052631578947368421",3,3,4
288,"2007-04-30 19:47:52.996577","0.58823529411764705882","52.81","0.13549722252477943579","19","0.31578947368421052632",3,1,2
21,"2007-05-14 13:44:29.996577","1.00000000000000000000","146.68","0.64671604400392114149","32","0.65789473684210526316",5,4,4
521,"2007-05-14 13:44:29.996577","1.00000000000000000000","80.77","0.28776821696982899466","23","0.42105263157894736842",5,2,3
3,"2007-04-30 20:14:12.996577","0.58823529411764705882","130.76","0.56001524888356388193","24","0.44736842105263157895",3,3,3
324,"2007-05-14 13:44:29.996577","1.00000000000000000000","95.78","0.36951312493192462695","22","0.39473684210526315789",5,2,2
249,"2007-04-28 09:01:48.996577","0.52941176470588235294","88.81","0.33155429691754710816","19","0.31578947368421052632",3,2,2
398,"2007-04-30 13:44:17.996577","0.58823529411764705882","73.85","0.25008169044766365320","15","0.21052631578947368421",3,2,2
255,"2007-04-30 05:50:18.996577","0.55882352941176470588","70.82","0.23358022001960570744","18","0.28947368421052631579",3,2,2
388,"2007-05-14 13:44:29.996577","1.00000000000000000000","114.72","0.47266093018189739680","28","0.55263157894736842105",5,3,3
165,"2007-04-30 10:35:24.996577","0.58823529411764705882","81.80","0.29337762770939984751","20","0.34210526315789473684",3,2,2
56,"2007-05-14 13:44:29.996577","1.00000000000000000000","115.74","0.47821588062302581418","26","0.50000000000000000000",5,3,3
151,"2007-04-30 18:30:28.996577","0.58823529411764705882","81.75","0.29310532621718767019","25","0.47368421052631578947",3,2,3
296,"2007-05-14 13:44:29.996577","1.00000000000000000000","103.77","0.41302690338743056312","23","0.42105263157894736842",5,3,3
209,"2007-04-30 13:28:41.996577","0.58823529411764705882","147.71","0.65232545474349199434","29","0.57894736842105263158",3,4,3
74,"2007-04-30 17:42:46.996577","0.58823529411764705882","96.74","0.37474131358239843154","26","0.50000000000000000000",3,2,3
138,"2007-04-30 22:56:19.996577","0.58823529411764705882","106.68","0.42887485023417928330","32","0.65789473684210526316",3,3,4
34,"2007-04-30 09:45:59.996577","0.58823529411764705882","89.76","0.33672802526957847729","24","0.44736842105263157895",3,2,3
418,"2007-04-30 00:43:01.996577","0.55882352941176470588","107.70","0.43442980067530770069","30","0.60526315789473684211",3,3,4
245,"2007-05-14 13:44:29.996577","1.00000000000000000000","103.74","0.41286352249210325673","26","0.50000000000000000000",5,3,3
205,"2007-04-30 18:42:34.996577","0.58823529411764705882","80.82","0.28804051846204117199","18","0.28947368421052631579",3,2,2
67,"2007-04-30 04:01:51.996577","0.55882352941176470588","86.80","0.32060777693061757978","20","0.34210526315789473684",3,2,2
407,"2007-04-29 19:54:17.996577","0.55882352941176470588","104.74","0.41830955233634680318","26","0.50000000000000000000",3,3,3
